#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_011916.1",218336,220237,"-",7330250,"kefB","CCNA_00204","YP_002515579.1",633,"glutathione-regulated potassium-efflux system protein kefB"
"chromosome","NC_011916.1",220241,220822,"-",7330251,,"CCNA_00205","YP_002515580.2",193,"NAD(P)H-quinone reductase"
"chromosome","NC_011916.1",220822,221085,"-",18668792,,"CCNA_03916","YP_009020487.1",87,"hypothetical protein CCNA_03916"
"chromosome","NC_011916.1",220931,221641,"+",7330252,,"CCNA_00206","YP_002515581.1",236,"succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A"
"chromosome","NC_011916.1",221641,222282,"+",7330253,,"CCNA_00207","YP_002515582.1",213,"succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B"
"chromosome","NC_011916.1",222283,223272,"-",7330254,,"CCNA_00208","YP_002515583.1",329,"type 1 glutamine amidotransferase (GATase1)-like domain protein"
"chromosome","NC_011916.1",223353,224927,"-",7330255,,"CCNA_00209","YP_002515584.1",524,"undecaprenyl-phosphomannose:protein mannosyltransferase"
"chromosome","NC_011916.1",225115,227526,"+",7330256,,"CCNA_00210","YP_002515585.2",803,"TonB-dependent receptor"
"chromosome","NC_011916.1",227686,228693,"+",7330257,"aguA","CCNA_00211","YP_002515586.2",335,"Agmatine/peptidylarginine deiminase"
"chromosome","NC_011916.1",228693,229571,"+",7330258,"aguB","CCNA_00212","YP_002515587.1",292,"N-carbamoylputrescine amidase"
"chromosome","NC_011916.1",229568,230116,"+",7330259,,"CCNA_00213","YP_002515588.1",182,"ribosomal-protein-alanine acetyltransferase"
"chromosome","NC_011916.1",230262,232307,"+",7330260,"znuL","CCNA_00214","YP_002515589.2",681,"TonB-dependent receptor"
"chromosome","NC_011916.1",232614,233402,"+",7330261,,"CCNA_00215","YP_002515590.1",262,"SapC surface layer protein"
"chromosome","NC_011916.1",233470,233862,"-",7330262,,"CCNA_00216","YP_002515591.1",130,"YdeM-like hot dog superfamily protein"
"chromosome","NC_011916.1",233977,236127,"+",7330263,,"CCNA_00217","YP_002515592.3",716,"thiol:disulfide interchange protein DsbD"
"chromosome","NC_011916.1",236131,236877,"-",7330264,,"CCNA_00218","YP_002515593.2",248,"conserved hypothetical protein"
"chromosome","NC_011916.1",237030,237635,"+",7330266,,"CCNA_00220","YP_002515595.1",201,"thiol-disulfide isomerase and thioredoxin"
"chromosome","NC_011916.1",237642,238136,"-",7330267,,"CCNA_00221","YP_002515596.2",164,"hypothetical protein CCNA_00221"
"chromosome","NC_011916.1",238241,239860,"+",7330268,,"CCNA_00222","YP_002515597.1",539,"glucose-6-phosphate isomerase/glucose-6 phosphate 1-epimerase"
"chromosome","NC_011916.1",239869,240651,"+",7330269,,"CCNA_00223","YP_002515598.1",260,"MhpC-family ACP methyl ester carboxylesterase"
"chromosome","NC_011916.1",240648,242693,"-",7330270,,"CCNA_00224","YP_002515599.1",681,"TonB-dependent receptor protein"
"chromosome","NC_011916.1",243024,243056,"+",7330271,,"CCNA_00225","YP_002515600.2",10,"hypothetical protein CCNA_00225"
"chromosome","NC_011916.1",243157,243432,"+",7330272,,"CCNA_00226","YP_002515601.1",91,"YjhX toxin domain protein"
"chromosome","NC_011916.1",243490,244056,"-",7330273,,"CCNA_00227","YP_002515602.1",188,"methyltransferase"
"chromosome","NC_011916.1",244056,244670,"-",7330274,,"CCNA_00228","YP_002515603.3",204,"conserved membrane spanning protein"
"chromosome","NC_011916.1",244790,245764,"+",7330275,,"CCNA_00229","YP_002515604.1",324,"CAAX amino terminal protease family protein"
"chromosome","NC_011916.1",245765,247003,"-",7330276,,"CCNA_00230","YP_002515605.2",412,"ribosomal large subunit pseudouridine synthase B"
"chromosome","NC_011916.1",247055,247540,"+",7330277,,"CCNA_00231","YP_002515606.2",161,"tRNA-specific adenosine deaminase"
"chromosome","NC_011916.1",247537,247953,"-",7330278,,"CCNA_00232","YP_002515607.1",138,"hypothetical protein CCNA_00232"
"chromosome","NC_011916.1",248082,249119,"+",7330279,,"CCNA_00233","YP_002515608.1",345,"UDP-N-acetylglucosamine 4,6-dehydratase"
"chromosome","NC_011916.1",249116,250276,"+",7330280,,"CCNA_00234","YP_002515609.1",386,"WecE-family cell wall biogenesis enzyme"
"chromosome","NC_011916.1",250273,250548,"-",7330281,,"CCNA_00235","YP_002515610.1",91,"hypothetical protein CCNA_00235"
"chromosome","NC_011916.1",250611,252308,"-",7330282,,"CCNA_00236","YP_002515611.1",565,"conserved hypothetical protein"
"chromosome","NC_011916.1",252525,253232,"+",7330283,"chvI","CCNA_00237","YP_002515612.1",235,"two-component response regulator chvI"
"chromosome","NC_011916.1",253207,254811,"+",7330284,"chvG","CCNA_00238","YP_002515613.1",534,"two-component sensor histidine kinase chvG"
"chromosome","NC_011916.1",254808,255242,"+",7330285,"hprK","CCNA_00239","YP_002515614.1",144,"serine kinase/phosphatase HprK"
"chromosome","NC_011916.1",255318,255725,"+",7330286,,"CCNA_00240","YP_002515615.1",135,"PTS system, IIA component"
"chromosome","NC_011916.1",255722,256000,"+",7330287,,"CCNA_00241","YP_002515616.1",92,"phosphocarrier protein HPr"
"chromosome","NC_011916.1",256240,256344,"-",18668794,,"CCNA_03917","YP_009020488.1",34,"hypothetical protein CCNA_03917"
"chromosome","NC_011916.1",256412,256810,"-",7330289,,"CCNA_00243","YP_002515618.2",132,"hypothetical protein CCNA_00243"
"chromosome","NC_011916.1",256953,257594,"+",7330290,,"CCNA_00244","YP_002515619.1",213,"HAD superfamily phophatase"
"chromosome","NC_011916.1",257623,257907,"+",7330291,,"CCNA_00245","YP_002515620.1",94,"pterin-4-alpha-carbinolamine dehydratase"
"chromosome","NC_011916.1",257952,258737,"+",7330292,,"CCNA_00246","YP_002515621.1",261,"cyclohexanol dehydrogenase"
"chromosome","NC_011916.1",258879,259436,"-",7330536,"spdR","CCNA_00247","YP_002515622.1",185,"two-component receiver protein SpdR"
"chromosome","NC_011916.1",259514,260914,"-",7330700,"spdS","CCNA_00248","YP_002515623.1",466,"sensor histidine protein kinase SpdS"
"chromosome","NC_011916.1",260971,261561,"+",7330701,,"CCNA_00249","YP_002515624.1",196,"SCO1/SenC family protein"
"chromosome","NC_011916.1",261642,262904,"+",7330702,,"CCNA_00250","YP_002515625.2",420,"poly(3-hydroxyalkanoate) depolymerase"
"chromosome","NC_011916.1",262953,263672,"+",7330703,,"CCNA_00251","YP_002515626.1",239,"zinc metalloprotease"
"chromosome","NC_011916.1",263784,265745,"-",7330704,"pbpX","CCNA_00252","YP_002515627.1",653,"multimodular transpeptidase-transglycosylase PbpX"
"chromosome","NC_011916.1",265999,267027,"+",7330705,,"CCNA_00253","YP_002515628.1",342,"aspartate-semialdehyde dehydrogenase"
"chromosome","NC_011916.1",267164,268066,"+",7330706,,"CCNA_00254","YP_002515629.1",300,"RarD family membrane permease"
"chromosome","NC_011916.1",268063,269187,"-",7330707,,"CCNA_00255","YP_002515630.1",374,"beta-lactamase class C family protein"
"chromosome","NC_011916.1",269206,270057,"-",7330708,,"CCNA_00256","YP_002515631.1",283,"pyridoxine kinase"
"chromosome","NC_011916.1",270176,271567,"-",7330709,,"CCNA_00257","YP_002515632.1",463,"adenosylhomocysteinase"
"chromosome","NC_011916.1",271910,272620,"-",7330711,,"CCNA_00259","YP_002515634.1",236,"hypothetical protein CCNA_00259"
"chromosome","NC_011916.1",272872,273558,"-",7330712,,"CCNA_00260","YP_002515635.2",228,"glutathione S-transferase"
"chromosome","NC_011916.1",273695,274738,"+",7330713,"nrdB","CCNA_00261","YP_002515636.1",347,"ribonucleoside-diphosphate reductase beta chain"
"chromosome","NC_011916.1",274921,275793,"+",7330714,,"CCNA_00262","YP_002515637.1",290,"ketopantoate reductase panE/ApbA family protein"
"chromosome","NC_011916.1",275815,276237,"-",7330715,,"CCNA_00263","YP_002515638.1",140,"hypothetical protein CCNA_00263"
"chromosome","NC_011916.1",276384,277637,"-",7330716,,"CCNA_00264","YP_002515639.1",417,"C4-dicarboxylate transport protein"
"chromosome","NC_011916.1",278017,279471,"+",7330717,,"CCNA_00265","YP_002515640.1",484,"AMP nucleosidase"
"chromosome","NC_011916.1",279599,280837,"-",7330718,,"CCNA_00266","YP_002515641.1",412,"3-ketoacyl-CoA thiolase"
"chromosome","NC_011916.1",280931,281872,"-",7330719,"nudC","CCNA_00267","YP_002515642.1",313,"NADH pyrophosphatase"
"chromosome","NC_011916.1",282130,283956,"+",7330721,"dnaX","CCNA_00268","YP_002515643.2",608,"DNA polymerase III subunit gamma/tau"
"chromosome","NC_011916.1",284102,284431,"+",7330722,,"CCNA_00269","YP_002515644.1",109,"YbaB/EbfC-family DNA-binding protein"
"chromosome","NC_011916.1",284558,285160,"+",7330723,"recR","CCNA_00270","YP_002515645.1",200,"Recombination protein recR"
"chromosome","NC_011916.1",285270,285422,"+",7330724,,"CCNA_00271","YP_002515646.1",50,"hypothetical protein CCNA_00271"
"chromosome","NC_011916.1",285476,286765,"+",7330725,,"CCNA_00272","YP_002515647.1",429,"RmuC family protein"
"chromosome","NC_011916.1",286774,287295,"+",7330726,,"CCNA_00273","YP_002515648.1",173,"peptide deformylase"
"chromosome","NC_011916.1",287636,287998,"+",7330727,,"CCNA_00274","YP_002515649.1",120,"hypothetical protein CCNA_00274"
"chromosome","NC_011916.1",288082,289527,"-",7330728,,"CCNA_00275","YP_002515650.1",481,"transposase, DDE family"
"chromosome","NC_011916.1",289617,290096,"-",7330729,,"CCNA_00276","YP_002515651.1",159,"cupin family protein"
"chromosome","NC_011916.1",290161,291321,"+",7330730,"dapE","CCNA_00277","YP_002515652.1",386,"succinyl-diaminopimelate desuccinylase DapE"
"chromosome","NC_011916.1",291339,292259,"+",7330731,,"CCNA_00278","YP_002515653.1",306,"glutaminase"
"chromosome","NC_011916.1",292311,292901,"+",7330732,,"CCNA_00279","YP_002515654.1",196,"NAD(P)H-quinone reductase"
"chromosome","NC_011916.1",292898,293641,"-",7330733,,"CCNA_00280","YP_002515655.1",247,"tRNA pseudouridine synthase A"
"chromosome","NC_011916.1",293641,294567,"-",7330734,,"CCNA_00281","YP_002515656.1",308,"methionyl-tRNA formyltransferase"
"chromosome","NC_011916.1",294659,294991,"+",7330735,,"CCNA_00282","YP_002515657.1",110,"conserved hypothetical lipoprotein"
"chromosome","NC_011916.1",295109,295969,"-",7330736,,"CCNA_00283","YP_002515658.1",286,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase"
"chromosome","NC_011916.1",295966,296631,"-",7330737,,"CCNA_00284","YP_002515659.1",221,"pyrimidine 5\\'-nucleotidase family protein"
"chromosome","NC_011916.1",296628,297542,"-",7330738,,"CCNA_00285","YP_002515660.1",304,"acetylglutamate kinase"
"chromosome","NC_011916.1",297735,298193,"-",7330739,"lovR","CCNA_00286","YP_002515661.1",152,"two-component receiver domain protein LovR"
"chromosome","NC_011916.1",298212,299318,"-",7330740,"lovK","CCNA_00287","YP_002515662.1",368,"photosensory histidine protein kinase LovK"
"chromosome","NC_011916.1",299485,300534,"-",7330741,,"CCNA_00288","YP_002515663.1",349,"ABC-type sulfate transport system, periplasmic component"
"chromosome","NC_011916.1",300549,300797,"-",7330742,,"CCNA_00289","YP_002515664.2",82,"hypothetical protein CCNA_00289"
"chromosome","NC_011916.1",301048,304305,"-",7330743,,"CCNA_00290","YP_002515665.2",1085,"autotransporter outer membrane beta-barrel domain-containing protein"
"chromosome","NC_011916.1",304469,305884,"+",7330744,"phoR","CCNA_00291","YP_002515666.1",471,"phosphate regulon sensor protein phoR"
"chromosome","NC_011916.1",306029,307462,"+",7330745,"pstC","CCNA_00292","YP_002515667.1",477,"phosphate transport system permease protein pstC"
"chromosome","NC_011916.1",307455,308750,"+",7330746,"pstA","CCNA_00293","YP_002515668.1",431,"phosphate transport system permease protein pstA"
"chromosome","NC_011916.1",308810,309634,"+",7330747,"pstB","CCNA_00294","YP_002515669.2",274,"phosphate transport ATP-binding protein pstB"
"chromosome","NC_011916.1",309660,310352,"+",7330748,"phoU","CCNA_00295","YP_002515670.1",230,"phosphate transport system protein phoU"
"chromosome","NC_011916.1",310374,311066,"+",7330749,"phoB","CCNA_00296","YP_002515671.1",230,"phosphate regulon response regulator PhoB"
"chromosome","NC_011916.1",311039,311896,"-",7330750,,"CCNA_00297","YP_002515672.1",285,"two-component response regulator"
"chromosome","NC_011916.1",311893,312666,"-",7330751,,"CCNA_00298","YP_002515673.1",257,"conserved hypothetical protein"
"chromosome","NC_011916.1",312678,313961,"+",7330752,,"CCNA_00299","YP_002515674.1",427,"phosphoribosylamine--glycine ligase"
"chromosome","NC_011916.1",313978,314385,"-",7330753,,"CCNA_00300","YP_002515675.2",135,"glyoxalase superfamily protein"
"chromosome","NC_011916.1",314615,315697,"+",7330754,,"CCNA_00301","YP_002515676.1",360,"phosphotransferase family protein"
"chromosome","NC_011916.1",315702,316991,"+",7330755,,"CCNA_00302","YP_002515677.1",429,"imidazolonepropionase-related amidohydrolase"
"chromosome","NC_011916.1",317027,318034,"-",7330756,"lpxK","CCNA_00303","YP_002515678.1",335,"tetraacyldisaccharide-1-P 4\\'-kinase"
"chromosome","NC_011916.1",318031,319308,"-",7330757,,"CCNA_00304","YP_002515679.3",425,"3-deoxy-D-manno-octulosonic-acid transferase"
"chromosome","NC_011916.1",319278,320303,"-",7330758,"czcD","CCNA_00305","YP_002515680.1",341,"cobalt-zinc-cadmium resistance protein czcD"
"chromosome","NC_011916.1",320335,321048,"-",7330759,,"CCNA_00306","YP_002515681.1",237,"lysophospholipid acyltransferase"
"chromosome","NC_011916.1",321045,322868,"-",7330760,,"CCNA_00307","YP_002515682.1",607,"phospholipid-lipopolysaccharide ABC transporter"
"chromosome","NC_011916.1",323024,323689,"+",7330761,"ctpA","CCNA_00308","YP_002515683.1",221,"protein tyrosine phosphatase CtpA"
"chromosome","NC_011916.1",323812,324045,"-",7330762,,"CCNA_00309","YP_002515684.1",77,"conserved hypothetical protein"
"chromosome","NC_011916.1",324066,324845,"-",7330763,,"CCNA_00310","YP_002515685.1",259,"3\\'-phosphoadenosine-5\\'-phosphosulfate (PAPS) 3\\'-phosphatase family protein"
"chromosome","NC_011916.1",324842,326173,"-",7330764,,"CCNA_00311","YP_002515686.1",443,"Zn-dependent protease family protein"
"chromosome","NC_011916.1",326229,326630,"-",7330765,,"CCNA_00312","YP_002515687.1",133,"MAPEG family transmembrane protein"
"chromosome","NC_011916.1",326715,328544,"-",7330766,,"CCNA_00313","YP_002515688.1",609,"peptidase, M14 family"
"chromosome","NC_011916.1",328587,329198,"-",7330767,,"CCNA_00314","YP_002515689.1",203,"hypothetical protein CCNA_00314"
"chromosome","NC_011916.1",329224,330753,"-",7330768,,"CCNA_00315","YP_002515690.1",509,"3-polyprenyl-4-hydroxybenzoate decarboxylase"
"chromosome","NC_011916.1",330777,331910,"-",7330769,,"CCNA_00316","YP_002515691.1",377,"glutamate 5-kinase"
"chromosome","NC_011916.1",331907,332971,"-",7330770,"cgtA","CCNA_00317","YP_002515692.1",354,"GTP-binding protein CgtA"
"chromosome","NC_011916.1",333179,334138,"+",7330771,,"CCNA_00318","YP_002515693.2",319,"hypothetical protein CCNA_00318"
"chromosome","NC_011916.1",334224,334757,"-",7330772,,"CCNA_00319","YP_002515694.1",177,"acetyltransferase, GNAT family"
"chromosome","NC_011916.1",334940,335209,"-",7330773,,"CCNA_00320","YP_002515695.1",89,"LSU ribosomal protein L27P"
"chromosome","NC_011916.1",335240,335755,"-",7330774,,"CCNA_00321","YP_002515696.1",171,"LSU ribosomal protein L21P"
"chromosome","NC_011916.1",335959,336588,"+",7330775,,"CCNA_00322","YP_002515697.1",209,"hypothetical protein CCNA_00322"
"chromosome","NC_011916.1",336631,337728,"+",7330776,"zrpX","CCNA_00323","YP_002515698.1",365,"CobW-family GTP binding protein ZrpX"
"chromosome","NC_011916.1",337932,338390,"-",7330777,,"CCNA_00324","YP_002515699.1",152,"ExbD-family protein"
"chromosome","NC_011916.1",338634,339665,"+",7330779,,"CCNA_00326","YP_002515701.1",343,"vegetatible incompatibility protein HET-E-1"
"chromosome","NC_011916.1",339828,340490,"-",7330780,,"CCNA_00327","YP_002515702.1",220,"FMN-binding nitroreductase family enzyme"
"chromosome","NC_011916.1",340575,341264,"+",7331027,"mtgA","CCNA_00328","YP_002515703.1",229,"monofunctional biosynthetic peptidoglycan transglycosylase MtgA"
"chromosome","NC_011916.1",341277,341825,"+",7331028,,"CCNA_00329","YP_002515704.1",182,"ribosomal-protein-alanine acetyltransferase"
"chromosome","NC_011916.1",341832,342602,"-",7331029,"mopB","CCNA_00330","YP_002515705.1",256,"molybdenum-pterin binding protein mopB"
"chromosome","NC_011916.1",342674,343432,"+",7331030,,"CCNA_00331","YP_002515706.1",252,"molybdate-binding protein"
"chromosome","NC_011916.1",343435,344109,"+",7331031,,"CCNA_00332","YP_002515707.1",224,"molybdenum transport system permease protein modB"
"chromosome","NC_011916.1",344130,344957,"-",7331032,,"CCNA_00333","YP_002515708.2",275,"LytTr DNA-binding domain protein"
"chromosome","NC_011916.1",345020,345580,"+",7331033,,"CCNA_00334","YP_002515709.1",186,"conserved hypothetical membrane protein"
"chromosome","NC_011916.1",345618,346055,"+",7331034,,"CCNA_00335","YP_002515710.1",145,"conserved hypothetical protein"
"chromosome","NC_011916.1",346066,347517,"+",7331035,,"CCNA_00336","YP_002515711.1",483,"lignostilbene-alpha,beta-dioxygenase"
"chromosome","NC_011916.1",347595,348305,"+",7331036,,"CCNA_00337","YP_002515712.2",236,"TetR-family transcriptional regulator"
"chromosome","NC_011916.1",348479,350719,"+",7331037,,"CCNA_00338","YP_002515713.2",746,"TonB-dependent receptor"
"chromosome","NC_011916.1",350788,352104,"+",7331038,,"CCNA_00339","YP_002515714.1",438,"transporter, major facilitator superfamily"
"chromosome","NC_011916.1",352434,353633,"+",7331039,,"CCNA_00340","YP_002515715.1",399,"succinyl-CoA synthetase beta chain"
"chromosome","NC_011916.1",353634,354518,"+",7331040,"sucD","CCNA_00341","YP_002515716.1",294,"succinyl-CoA synthetase alpha chain"
"chromosome","NC_011916.1",354697,357660,"+",7331041,"sucA","CCNA_00342","YP_002515717.1",987,"2-oxoglutarate dehydrogenase E1 component"
"chromosome","NC_011916.1",357720,358928,"+",7331042,"sucB","CCNA_00343","YP_002515718.1",402,"dihydrolipoamide succinyltransferase"
"chromosome","NC_011916.1",358988,359335,"+",7331043,,"CCNA_00344","YP_002515719.2",115,"conserved hypothetical protein"
"chromosome","NC_011916.1",359343,360176,"-",7331044,,"CCNA_00345","YP_002515720.2",277,"alpha/beta family hydrolase"
"chromosome","NC_011916.1",360419,361819,"+",7331045,,"CCNA_00346","YP_002515721.2",466,"dihydrolipoamide dehydrogenase"
"chromosome","NC_011916.1",361909,362088,"+",7331046,,"CCNA_00347","YP_002515722.1",59,"hypothetical protein CCNA_00347"
"chromosome","NC_011916.1",362218,364221,"-",7331047,,"CCNA_00348","YP_002515723.1",667,"methyl-accepting chemotaxis protein"
"chromosome","NC_011916.1",364395,365309,"-",7331048,,"CCNA_00349","YP_002515724.1",304,"integrase/recombinase, XerC-CodV family"
"chromosome","NC_011916.1",365306,365986,"-",7331049,,"CCNA_00350","YP_002515725.1",226,"conserved hypothetical protein"
"chromosome","NC_011916.1",366112,368271,"+",7331050,,"CCNA_00351","YP_002515726.1",719,"primosomal protein N\\'"
"chromosome","NC_011916.1",368358,369155,"-",7331051,,"CCNA_00352","YP_002515727.1",265,"integral membrane protein"
"chromosome","NC_011916.1",369280,370374,"+",7331052,,"CCNA_00353","YP_002515728.1",364,"O-antigen acetylase"
"chromosome","NC_011916.1",370445,371152,"+",7331053,,"CCNA_00354","YP_002515729.1",235,"NlpC/P60 CHAP domain amidase protein"
